05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|  617| 252|3796200 |2006814274|7|PRIORIDADE D                            |Manopla da tomada de vente.             |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |26.08.2014|PMANORMA|CAMPSPAR|21.06.2010|26.08.2014|P37|D   |
|  624| 253|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  627| 254|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  628| 255|3796200 |2006814274|7|PRIORIDADE D                            |Identificação incorreta                 |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIECOP|23.02.2013|PMANORMA|CAMPSPAR|21.06.2010|27.03.2011|P37|D   |
|  629| 256|3796200 |2006814274|7|PRIORIDADE D                            |Identificação incorreta                 |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIECOP|23.02.2013|PMANORMA|CAMPSPAR|21.06.2010|27.03.2011|P37|D   |
|  630| 257|3796200 |2006814274|7|PRIORIDADE D                            |Identificação Incorreta                 |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIECOP|23.02.2013|PMANORMA|CAMPSPAR|21.06.2010|27.03.2011|P37|D   |
|  631| 258|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|28.03.2011|INSPEXTE|CAMPSPAR|21.06.2010|28.03.2011|P37|C   |
|  632| 259|3796200 |2006814274|7|PRIORIDADE C                            |Grampos U                               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  637| 260|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  638| 261|3796200 |2006814274|7|PRIORIDADE C                            |Grampos U                               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  640| 262|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  644| 263|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  645| 264|3796200 |2006814274|7|PRIORIDADE C                            |Grampo U                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  649| 265|3796200 |2006814274|7|PRIORIDADE C                            |Tomada de dreno, sem tampão             |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMANORMA|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  651| 266|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  655| 267|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  656| 268|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  657| 269|3796200 |2006814274|7|PRIORIDADE C                            |Conexão Flangeada                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  661| 270|3796200 |2006814274|7|PRIORIDADE C                            |Conexão flangeada                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  664| 271|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  665| 272|3796200 |2006814274|7|PRIORIDADE C                            |Conexão flangeada                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  668| 273|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  669| 274|3796200 |2006814274|7|PRIORIDADE C                            |Conexão flangeada                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  672| 275|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  673| 276|3796200 |2006814274|7|PRIORIDADE C                            |Dreno                                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMANORMA|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  674| 277|3796200 |2006814274|7|PRIORIDADE C                            |Conexão flangeada                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  675| 278|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  677| 279|3796200 |2006814274|7|PRIORIDADE C                            |Empeno, mossas e amassamentos           |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMGERAL |CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  682| 280|3796200 |2006814274|7|PRIORIDADE C                            |Grampo U                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPFORM|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  683| 281|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|   80|  38|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   83|  39|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na tubulação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   86|  40|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   89|  41|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na tubulação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   91|  42|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   92|  43|3796200 |2006814274|7|PRIORIDADE C                            |Vazamento pela vedação da válvula       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   93|  44|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   95|  45|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   96|  46|3796200 |2006814274|7|MDEC-A31:PINT                           |Corrosão atmosférica                    |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|14.11.2016|INSPEXTE|CAMPSPAR|21.06.2010|10.05.2015|P37|C   |
|   96|  47|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  101|  48|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de tampão - dreno              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  106|  49|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  109|  50|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  110|  51|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  112|  52|3796200 |2006814274|7|PRIORIDADE C                            |corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  114|  53|3796200 |2006814274|7|PRIORIDADE C                            |corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  117|  54|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  118|  55|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  119|  56|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  123|  57|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  124|  58|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - Flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  129|  59|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  130|  60|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  135|  61|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  136|  62|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - VB               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  137|  63|3796200 |2006814274|7|PRIORIDADE C                            |corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  139|  64|3796200 |2006814274|7|PRIORIDADE B                            |Obstrução de acesso - hidrante          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|B   |
|  140|  65|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de componente - dreno          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  144|  66|3796200 |2006814274|7|PRIORIDADE D                            |Ausência de componentes                 |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|D   |
|  145|  67|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  147|  68|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  151|  69|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  153|  70|3796200 |2006814274|7|PRIORIDADE C                            |Desgaste anormal - suporte              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  154|  71|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  156|  72|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  159|  73|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suporte          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  160|  74|3796200 |2006814274|7|ACC-ESC-A16:CALD                        |Corrosão severa - suporte.              |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIUMA |16.11.2014|INSPINTE|CAMPSPAR|21.06.2010|08.05.2014|P37|C   |
|  161|  75|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  169|  76|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   79|  37|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|    1|   1|10077880|2017158208|6|1.1 PP-A30 CALD-REPAR                   |                                        |          |RECB      |MEDL     |301040.FSCI.542099.000003     |CTMEINTG|22.01.2018|PMANORMA|CAMPSPAR|04.11.2017|          |P37|C   |
|    1|   1|10713579|          |7|MDEC-A33: CALD                          |Tubulação com processo corrosivo.       |          |PH        |MEDA     |301040.FSCI.542099.000003     |CTMIINTG|          |PMGERAL |CAMPSPAR|18.07.2018|          |P37|C   |
|    1|   2|10713579|          |7|MDEC-A33: PINT                          |Tubulação com processo corrosivo.       |          |PH        |MEDA     |301040.FSCI.542099.000003     |CTMEINTG|          |PMGERAL |CAMPSPAR|18.07.2018|          |P37|C   |
|    2|   1|3796200 |2006814274|7| PRIORIDADE C                           |AUSÊNCIA DE VÁLVULA                     |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|25.08.2014|PMGERAL |CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|    3|   2|3796200 |2006814274|7|PRIORIDADE C                            |VAZAMENTO                               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|    4|   3|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica nas conexões.      |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|25.08.2014|INSPFORM|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|    5|   4|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica nos suportes.      |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|25.08.2014|INSPFORM|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|    6|   5|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica nos grampos U      |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|25.08.2014|INSPFORM|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|    7|   6|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   13|   7|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   14|   8|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   16|   9|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   17|  10|3796200 |2006814274|7|PRIORIDADE C                            |Amassamento                             |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMGERAL |CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   18|  11|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   19|  12|3796200 |2006814274|7|PRIORIDADE D                            |Ao longo da linha                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|D   |
|   23|  13|3796200 |2006814274|7|PRIORIDADE D                            |Válvula de dreno sem tampão.            |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIOP  |03.04.2011|PMANORMA|CAMPSPAR|21.06.2010|04.04.2011|P37|D   |
|   24|  14|3796200 |2006814274|7|PRIORIDADE D                            |Fixação do sistema fusível plug         |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIECOP|13.11.2014|PMANORMA|CAMPSPAR|21.06.2010|07.10.2014|P37|D   |
|   25|  15|3796200 |2006814274|7|PRIORIDADE D                            |Válvula de vent sem tampão.             |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIOP  |03.04.2011|PMANORMA|CAMPSPAR|21.06.2010|05.04.2011|P37|D   |
|   26|  16|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   26|  17|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   26|  18|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   33|  19|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   37|  20|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|14.11.2013|INSPINTE|CAMPSPAR|21.06.2010|21.03.2013|P37|C   |
|   40|  21|3796200 |2006814274|7|PRIORIDADE D                            |Ao longo da linha                       |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|D   |
|   42|  22|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   43|  23|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   45|  24|3796200 |2006814274|7|PRIORIDADE D                            |Genaralizado na tubulação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|D   |
|   46|  25|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   52|  26|3796200 |2006814274|7|PRIORIDADE C                            |Fixação deficiente                      |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   53|  27|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   54|  28|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIECOP|14.11.2013|INSPINTE|CAMPSPAR|21.06.2010|09.12.2012|P37|C   |
|   55|  29|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na linha                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   60|  30|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   61|  31|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de bicos difusores.            |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIOP  |23.02.2012|PMANORMA|CAMPSPAR|21.06.2010|29.03.2011|P37|C   |
|   65|  32|3796200 |2006814274|7|PRIORIDADE C                            |corrosão atmosférica.                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPFORM|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   67|  33|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   68|  34|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado ao longo da linha          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   73|  35|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|   76|  36|3796200 |2006814274|7|PRIORIDADE C                            |Generalizada na tubulação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  255| 117|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha           |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
